individual_id,ibs_remain,auprc
538,0.00015892518803177616,0.7736869895094654
539,0.0005114205927888944,0.8649666535616013
540,0.024451000518083098,0.764252179880972
541,2.9084346045401594e-06,0.9965852534550523
542,0.01564226147875516,0.8630026323706884
543,0.0058314409743450936,0.7698006411390549
544,0.032060892833386125,0.6855837945210745
545,0.0003712238118512034,0.9286903069213326
546,0.004092729244239361,0.8794438431857097
547,0.005326603044627148,0.9025485506202738
548,0.005867835647200019,0.773623044109541
549,0.0002838310605220946,0.9512523093623465
550,0.012885762023009322,0.7973139519074685
551,0.0017593870085773316,0.5964432902413739
552,0.0032619844185201347,0.14229292945245772
553,0.00062396970124277,0.9180807884699062
554,0.01218245529573268,0.8509191111507696
555,0.0008007901765503472,0.7925024118567221
556,2.0787313583911516e-05,0.9922069595638888
557,0.0009471768421439353,0.9696562038921394
558,0.005476313566345281,0.9369556299619376
559,9.464042414565693e-05,0.9779457437905186
560,1.622650669210006e-05,0.9959048080098772
561,0.008007876477777717,0.9176225328902734
562,0.0001278374679115091,0.7642024347034246
563,0.0004975340812087018,0.8123535034454048
564,0.003559307105569076,0.7885918132893389
565,0.002550501113546333,0.7158274612315761
566,0.0007898451470372587,0.8233654465065877
567,0.00785088342023795,0.7015766671418638
568,0.04805655293389435,0.6538765756968761
569,0.0006587569534278209,0.8344109166085184
570,0.0016093295655231971,0.9136242245197274
571,0.0018516976167632809,0.938545900731255
572,0.000358321236188078,0.9762735942911666
573,0.016727800371241885,0.8875515231972845
574,0.00017635743915686786,0.9579400891055256
575,0.018184784961962696,0.8675631054581536
576,0.0008899478370501556,0.8342959382266351
577,0.007103166033526417,0.8302295820924848
578,0.0045052620680951175,0.760052684694364
579,1.2558455297005591e-05,0.9919353370786966
580,0.008487630000750526,0.8951965450612805
581,0.0008222362869888038,0.9019231021515913
582,4.0438001401698705e-05,0.9907414333805954
583,0.002240805137206316,0.9544877443273622
584,0.01509267303014794,0.8984365911298006
585,0.000628614212678825,0.8037822400418181
586,0.003601363903047131,0.8603367918833416
587,0.004132255213515086,0.8838174102918083
588,0.0015852452422032185,0.9342698676692883
589,0.0004890031118333271,0.9676701576529633
590,0.0001354644668721558,0.9842776757291168
591,3.632012749629397e-05,0.9915020242845496
592,1.0524353269446424e-05,0.9964525373906651
593,5.542411342050604e-07,0.9992526765641055
594,4.782991553061848e-07,0.9992688233969047
595,0.09455072014818287,0.6762809484555433
596,0.002479951751930443,0.5420275202562684
597,0.0004686686055623328,0.7507409753270966
598,0.0033089368787628535,0.6897159066532569
599,0.0014669651319017367,0.8490380045765402
600,0.0002470736766332521,0.9465498933032062
601,2.1822373259891778e-05,0.9905671864186707
602,1.5721590288005984e-06,0.998818116734013
603,0.05895378325340829,0.8347661959044426
604,0.003145400254654078,0.7553552464817063
605,0.014310000544813082,0.7542256501374093
606,0.04381880376307896,0.6640790848933437
607,0.00028318926032700533,0.9311802028849919
608,0.009610085617630468,0.8078865616608728
609,0.04064757730046408,0.6660403481019687
610,0.00034697820225138785,0.949815470427399
611,0.009014897939649892,0.8198352976725896
612,8.240903175175904e-05,0.7613391514802559
613,0.00558848355551738,0.785036649670221
614,0.002278525590712255,0.6582855988213301
615,0.007547372150612822,0.7732068216868738
616,0.0006778121655030651,0.8102775195272283
617,1.4149985596207507e-05,0.9923178367817214
618,0.014801883304573596,0.8973486522710995
619,0.0005530940796171958,0.8631946590842738
620,0.010298586058084133,0.726012830149418
621,0.011672802848288215,0.8389647940371256
622,0.0023045059718985947,0.692212727669967
623,0.0027134995614178305,0.7199982644382351
624,0.0006100508894831363,0.7657290003302657
625,0.0011545245514894492,0.8236504714543531
626,0.004161789001320628,0.8088789014389074
627,0.0003729620002471215,0.9302408816141888
628,0.00543038762762662,0.8769895476001757
629,0.00014942495745139892,0.7898547873503328
630,5.093767910584275e-07,0.9986517479577236
631,0.008626126697956852,0.9020189246933286
632,0.005321692589099159,0.7755491015482059
633,0.00018939312347233776,0.9463431474513877
634,0.006100215568692075,0.8497574848581395
635,0.0006852683156446167,0.8766728975317
636,0.008262366073564264,0.7635816454325576
637,0.0029869781203412374,0.6943782439214945
638,0.002365361449725254,0.7180673172774815
639,0.0004495490640026637,0.9121105936607649
640,0.052685064731066565,0.7574082448212339
641,0.0004207380431059682,0.7545332434258661
642,0.00017615554154579147,0.9686853458064462
643,0.007187195420104923,0.8959021691242298
644,0.003110236456820172,0.7531427426022013
645,6.312159415995253e-05,0.9756813652823482
646,0.0010975896400193808,0.9559306421832481
647,0.010123904332354697,0.8936359725392409
648,0.005043797601184363,0.7687088317011721
649,0.000576423895483061,0.7814293521057495
650,0.003826772599088316,0.7832963146514142
651,0.002111951805343382,0.5912970354824798
652,0.012853156174806495,0.7429290824885264
653,6.117517495535973e-05,0.7743021941765759
654,0.00213947481271452,0.8096808148618316
655,0.00272724494104686,0.8403808820206861
656,0.006192623569798043,0.8258037380248857
657,0.024044786080182574,0.7125740638855699
658,0.00027797809954154516,0.9488380841454988
659,0.015265717163148602,0.8601248179465193
660,0.04250695859272458,0.6633294621441976
661,0.0,0.7592255057008818
662,0.0034479443276349982,0.6162966462707895
663,0.08510987740439693,0.5986635346912119
664,0.0005004263754692259,0.8663854242025215
665,0.010732852697834581,0.837472899621215
666,0.06915994426439961,0.6112577171641094
667,0.004664203379930801,0.7644458359143996
668,0.0,0.7178592719435537
669,0.028465647194788925,0.6824005840470134
670,0.002918480362401285,0.6964014958652814
671,0.04848926781641531,0.6497241519516421
672,2.9783590880130163e-05,0.9884321919567766
673,0.05843244979619032,0.7866300983929918
674,0.005007793035260549,0.7507222911767428
675,0.004101152634953518,0.751758913438891
676,0.0006020985535021933,0.8299465973266561
677,0.00533506032915538,0.8350607782030396
678,0.05405456604545089,0.6427877839640552
679,0.040919425583461635,0.6538361950616433
680,0.002626740511465865,0.7195939113556067
